gene	description	WT_6h_1	WT_6h_2	WT_6h_3	RELA_6h_1	RELA_6h_2	RELA_6h_3
Kynu	na	1070	1049	1040	765	834	745
L1cam	na	68	76	55	87	97	87
L1td1	na	0	0	0	0	0	0
L2hgdh	na	551	571	599	662	641	621
L3mbtl1	na	5	7	4	6	5	8
L3mbtl2	na	1514	1579	1495	1781	1836	1665
L3mbtl3	na	572	602	563	610	597	532
L3mbtl4	na	0	0	0	0	0	0
LOC100038947	na	0	4	1	5	3	3
LOC100039574	na	0	0	0	0	0	0
LOC100039614	na	0	0	0	0	0	0
LOC100039753	na	0	0	0	0	0	0
LOC100039810	na	0	0	0	0	0	0
LOC100040022	na	0	0	0	0	0	0
LOC100040031	na	0	0	0	0	0	0
LOC100040160	na	0	0	0	0	0	0
LOC100040223	na	0	0	0	0	0	0
LOC100040786	na	0	0	0	0	0	0
LOC100040911	na	0	0	0	0	0	0
LOC100041014	na	0	0	0	0	0	0
LOC100041033	na	0	0	0	0	0	0
LOC100041223	na	0	0	0	0	0	0
LOC100041256	na	0	0	0	0	0	0
LOC100041346	na	0	0	0	0	0	0
LOC100041550	na	0	0	0	0	0	0
LOC100042428	na	0	0	0	0	0	0
LOC100043315	na	0	0	0	0	0	0
LOC100048884	na	0	0	0	0	0	0
LOC100302567	na	40	38	33	38	45	54
LOC100502924	na	0	0	0	0	0	0
LOC100503280	na	0	0	0	1	1	1
LOC100503496	na	0	0	1	1	1	1
LOC100504608	na	3	3	2	3	3	2
LOC100504703	na	13	11	11	12	7	3
LOC100642166	na	118	116	100	116	119	115
LOC100859962	na	2	2	2	1	6	3
LOC100861570	na	0	0	0	0	0	0
LOC100861571	na	0	0	0	0	0	0
LOC100861572	na	0	0	0	0	0	0
LOC106740	na	222	209	217	263	265	237
LOC171588	na	3	0	0	0	0	0
LOC319574	na	5	4	5	6	5	5
LOC329427	na	0	0	0	0	0	0
LOC330599	na	45	48	48	62	46	40
LOC380994	na	0	0	0	0	0	0
LOC382133	na	0	0	0	0	0	0
LOC432562	na	2	0	0	0	0	1
LOC432958	na	0	0	0	0	0	0
LOC433047	na	0	0	0	0	0	0
LOC433374	na	12	12	14	16	18	21
LOC433944	na	0	0	0	0	0	0
LOC434205	na	0	0	0	0	0	0
LOC434412	na	1	0	0	0	0	0
LOC434825	na	0	0	1	0	0	0
LOC434960	na	0	0	0	0	0	0
LOC545261	na	0	0	0	0	0	0
LOC545691	na	0	0	0	0	0	0
LOC547349	na	1	2	3	4	5	2
LOC622070	na	102	127	138	127	95	104
LOC622124	na	0	0	1	0	0	0
LOC622167	na	1	0	0	0	0	0
LOC622552	na	0	0	0	0	0	0
LOC624759	na	0	0	0	0	0	0
LOC626049	na	2	3	0	6	1	2
LOC626082	na	0	0	0	0	0	0
LOC626410	na	0	0	0	0	0	0
LOC626693	na	0	0	0	0	0	0
LOC626904	na	1	1	1	3	2	1
LOC627800	na	0	0	0	0	0	0
LOC629206	na	0	0	0	0	0	0
LOC629393	na	0	0	0	0	0	0
LOC666331	na	0	0	0	0	0	0
Lace1	na	190	211	185	193	202	199
Lactb	na	731	727	702	765	815	704
Lactb2	na	952	875	958	949	947	830
Lactbl1	na	0	0	1	0	1	1
Lad1	na	191	168	203	164	163	158
Lag3	na	70	70	58	326	323	282
Lage3	na	540	541	572	563	543	511
Lair1	na	14	16	12	4	14	11
Lalba	na	9	5	2	2	0	5
Lama1	na	0	0	0	0	0	0
Lama2	na	0	0	0	0	0	0
Lama3	na	0	1	0	1	0	0
Lama4	na	0	0	1	0	0	1
Lama5	na	7	3	4	7	4	4
Lamb1	na	2	3	3	1	5	7
Lamb2	na	4	4	1	2	3	3
Lamb3	na	142	160	146	180	187	147
Lamc1	na	868	889	840	918	999	844
Lamc2	na	35	34	28	36	38	24
Lamc3	na	0	3	1	1	2	1
Lamp1	na	7854	8085	7586	8703	8594	7656
Lamp2	na	3200	3296	3429	3348	3461	3211
Lamp3	na	124	118	116	142	156	137
Lamtor2	na	575	515	561	551	574	508
Lamtor3	na	423	397	354	448	434	392
Lancl1	na	735	697	750	829	854	675
Lancl2	na	533	543	520	566	560	523
Lancl3	na	3	2	0	5	2	5
Lao1	na	0	0	0	0	0	0
Lap3	na	1790	1847	1847	2256	2312	1996
Laptm4a	na	2613	2703	2618	2779	2824	2519
Laptm4b	na	86	71	78	73	77	66
Laptm5	na	14627	14670	13199	11452	11833	10265
Large	na	13	16	11	20	10	7
Larp1	na	13725	13659	12616	15713	15507	13374
Larp1b	na	512	515	608	623	584	536
Larp4	na	4948	5163	5165	5620	5615	5036
Larp4b	na	3459	3312	3190	3913	3757	3329
Larp6	na	0	1	0	0	0	0
Larp7	na	2287	2259	2288	2585	2450	2253
Lars	na	6192	6312	6316	6907	7105	6100
Lars2	na	1413	1659	2173	1589	1564	1460
Las1l	na	2997	3062	2833	3425	3390	2931
Lasp1	na	2706	2769	2561	2721	2646	2243
Lass1	na	0	0	0	0	0	0
Lass2	na	4441	4524	4301	5265	5276	4520
Lass3	na	2	8	2	4	5	4
Lass4	na	476	542	484	470	527	473
Lass5	na	1429	1503	1344	1662	1606	1474
Lass6	na	364	344	376	517	533	460
Lat	na	52	46	50	51	59	42
Lat2	na	1568	1567	1483	1809	1865	1661
Lats1	na	3034	3105	2757	3348	3327	2918
Lats2	na	926	974	871	1052	1008	926
Lax1	na	2807	2786	2392	3131	3126	2718
Layn	na	0	0	1	2	0	0
Lbh	na	2821	2729	2569	2788	2724	2498
Lbp	na	0	0	0	0	1	1
Lbr	na	2565	2561	2641	2945	3096	2726
Lbx1	na	0	0	0	0	0	0
Lbx2	na	1	2	2	2	3	0
Lca5	na	157	169	144	144	128	123
Lca5l	na	5	2	3	5	2	2
Lcat	na	19	18	17	17	24	12
Lce1a1	na	0	0	0	0	0	0
Lce1a2	na	0	0	0	0	0	0
Lce1b	na	0	0	0	0	0	0
Lce1c	na	0	0	0	0	0	0
Lce1d	na	0	0	0	0	0	0
Lce1e	na	0	0	0	0	0	0
Lce1f	na	0	0	0	0	0	0
Lce1g	na	0	0	0	0	0	0
Lce1h	na	0	0	0	0	0	0
Lce1i	na	0	0	0	0	0	0
Lce1k	na	0	0	0	0	0	0
Lce1l	na	0	0	0	0	0	0
Lce1m	na	0	0	0	0	0	0
Lce3a	na	0	0	0	0	0	0
Lce3b	na	0	0	0	0	0	0
Lce3c	na	0	0	0	0	0	0
Lce3f	na	0	0	0	0	0	0
Lce6a	na	0	0	0	0	0	0
Lck	na	1672	1686	1585	2283	2305	1982
Lclat1	na	658	664	637	694	726	677
Lcmt1	na	272	286	269	314	302	300
Lcmt2	na	584	599	608	668	697	565
Lcn10	na	5	10	16	12	19	8
Lcn11	na	0	0	0	0	0	0
Lcn12	na	0	0	0	0	0	0
Lcn13	na	1	3	0	1	1	0
Lcn14	na	0	0	0	0	0	0
Lcn2	na	56	64	78	115	123	85
Lcn3	na	0	0	0	0	0	0
Lcn4	na	2	0	2	3	3	2
Lcn5	na	0	3	0	0	0	0
Lcn6	na	8	14	7	5	3	7
Lcn8	na	0	0	0	0	0	0
Lcn9	na	0	0	0	0	0	0
Lcor	na	389	445	429	478	485	370
Lcorl	na	404	446	454	495	469	461
Lcp1	na	28387	28933	28584	29853	30151	26146
Lcp2	na	37	49	32	54	57	39
Lct	na	74	63	65	56	47	49
Lctl	na	0	0	0	1	0	0
Ldb1	na	2881	2984	2597	3279	3217	2833
Ldb2	na	0	0	0	0	0	0
Ldb3	na	0	0	1	0	0	0
Ldha	na	11707	11855	12174	12999	12779	11872
Ldhal6b	na	39	47	46	46	40	39
Ldhb	na	1	1	2	2	2	3
Ldhc	na	0	0	0	0	2	1
Ldhd	na	7	13	8	5	11	10
Ldlr	na	6633	6877	6278	8104	8460	6957
Ldlrad1	na	1	0	0	2	1	0
Ldlrad2	na	0	0	0	0	0	0
Ldlrad3	na	181	203	171	227	253	202
Ldlrap1	na	566	618	563	627	652	557
Ldoc1	na	0	0	0	0	0	0
Ldoc1l	na	682	662	599	641	650	532
Leap2	na	0	5	1	1	0	7
Lect1	na	0	0	0	3	0	2
Lect2	na	0	0	0	0	0	0
Lef1	na	469	484	408	450	471	397
Lefty1	na	3	8	3	4	4	1
Lefty2	na	0	0	0	0	0	0
Lekr1	na	43	43	31	56	39	49
Lelp1	na	0	0	0	0	0	0
Lemd1	na	0	0	0	0	0	0
Lemd2	na	1383	1397	1329	1592	1632	1467
Lemd3	na	1268	1417	1212	1479	1515	1337
Lenep	na	202	207	170	213	234	178
Leng1	na	414	412	339	421	437	343
Leng8	na	9705	9991	8113	10906	12125	9650
Leng9	na	225	257	208	232	227	217
Leo1	na	1142	1231	1105	1265	1271	1109
Lep	na	0	0	0	0	0	0
Lepr	na	1	0	1	0	2	0
Lepre1	na	408	377	362	419	426	375
Leprel1	na	5	7	5	4	7	2
Leprel2	na	1	1	0	0	0	0
Leprel4	na	0	0	0	0	0	0
Leprot	na	652	728	689	723	756	695
Leprotl1	na	726	715	720	825	777	720
Letm1	na	2744	2637	2435	2935	2889	2559
Letm2	na	167	173	141	163	171	150
Letmd1	na	1682	1673	1546	1724	1856	1494
Lfng	na	1092	1118	1068	1383	1445	1155
Lgals1	na	96	95	104	104	101	102
Lgals12	na	0	1	0	0	1	0
Lgals2	na	0	0	0	0	0	0
Lgals3	na	352	373	360	384	370	309
Lgals3bp	na	1174	1081	1189	486	486	428
Lgals4	na	13	7	17	19	17	17
Lgals6	na	0	0	0	0	0	0
Lgals7	na	0	0	0	0	1	0
Lgals8	na	1897	1950	1796	1676	1755	1552
Lgals9	na	2658	2607	2638	1542	1455	1339
Lgi1	na	0	0	0	0	0	0
Lgi2	na	0	0	0	0	0	0
Lgi3	na	0	0	0	0	0	0
Lgi4	na	0	1	1	1	0	0
Lgmn	na	2091	2131	2036	1887	2086	1726
Lgr4	na	34	29	24	33	30	30
Lgr5	na	9	12	8	17	12	17
Lgr6	na	0	0	0	1	0	1
Lgsn	na	0	0	0	0	0	0
Lhb	na	0	1	1	0	1	1
Lhcgr	na	0	0	0	0	0	0
Lhfp	na	0	2	0	0	0	0
Lhfpl1	na	0	0	0	1	2	2
Lhfpl2	na	2	2	3	1	4	2
Lhfpl3	na	0	2	1	0	0	0
Lhfpl4	na	1	2	2	0	1	0
Lhfpl5	na	0	0	0	0	0	1
Lhpp	na	112	100	109	96	110	101
Lhx1	na	0	0	0	0	1	0
Lhx2	na	0	1	0	2	1	0
Lhx3	na	2	1	0	0	1	0
Lhx4	na	0	0	0	0	0	0
Lhx5	na	0	0	1	0	0	0
Lhx6	na	0	0	0	0	0	0
Lhx8	na	0	0	0	0	0	0
Lhx9	na	1	1	0	0	0	0
Lias	na	711	763	657	798	759	693
Lif	na	10	10	9	11	6	12
Lifr	na	1	4	3	10	5	2
Lig1	na	804	828	778	815	882	736
Lig3	na	2816	3017	2871	3515	3565	2970
Lig4	na	364	364	343	412	393	344
Lilra5	na	0	0	1	0	0	0
Lilra6	na	33	23	25	47	51	39
Lilrb3	na	254	248	223	299	339	251
Lilrb4	na	1808	1898	1720	1266	1282	1130
Lim2	na	0	0	0	0	0	1
Lima1	na	90	81	102	86	90	95
Limch1	na	0	0	0	0	0	0
Limd1	na	4244	4390	4345	4883	5014	4246
Limd2	na	4889	4982	4710	4247	4286	3709
Lime1	na	1416	1486	1322	1709	1727	1517
Limk1	na	845	905	834	947	911	829
Limk2	na	1418	1501	1375	1542	1604	1281
Lims1	na	2164	2263	2365	2591	2567	2315
Lims2	na	3	2	4	0	1	1
Lin28a	na	0	0	1	1	0	3
Lin28b	na	0	0	1	0	0	1
Lin37	na	513	514	433	546	542	458
Lin52	na	299	282	280	330	317	268
Lin54	na	513	503	444	586	604	523
Lin7a	na	0	0	0	0	0	0
Lin7b	na	7	12	5	13	11	9
Lin7c	na	2429	2587	2528	2920	2929	2629
Lin9	na	436	478	443	529	486	462
Lingo1	na	1	2	0	1	1	0
Lingo2	na	0	0	0	0	0	0
Lingo3	na	0	0	0	0	1	1
Lingo4	na	1	3	0	0	0	0
Lins	na	635	713	651	812	792	693
Lipa	na	861	951	1018	978	960	846
Lipc	na	22	25	31	28	33	19
Lipe	na	775	782	707	777	820	716
Lipf	na	0	0	0	0	0	0
Lipg	na	425	410	424	468	473	431
Liph	na	2	3	5	0	0	1
Lipi	na	0	0	0	0	0	0
Lipk	na	0	0	0	0	0	0
Lipm	na	0	0	0	0	0	0
Lipn	na	0	0	0	0	0	0
Lipo1	na	369	363	347	333	335	331
Lipt1	na	207	223	202	232	218	214
Lipt2	na	191	219	194	207	209	208
Litaf	na	3373	3371	3123	3015	3148	2707
Lix1	na	2	1	1	0	2	1
Lix1l	na	45	55	47	69	70	51
Llgl1	na	1735	1764	1602	1892	1865	1726
Llgl2	na	466	422	363	491	520	414
Llph	na	407	462	401	424	410	468
Lman1	na	1923	1968	1884	2169	2247	1911
Lman1l	na	5	11	8	6	10	7
Lman2	na	4125	4165	4025	4556	4619	4009
Lman2l	na	436	429	385	512	559	434
Lmbr1	na	48	51	46	55	45	49
Lmbr1l	na	1770	1781	1610	2123	2142	1753
Lmbrd1	na	1851	1783	1690	1958	2069	1729
Lmbrd2	na	435	440	379	405	441	396
Lmcd1	na	2	3	1	1	0	3
Lmf1	na	347	380	332	338	375	334
Lmf2	na	1216	1298	1090	1329	1435	1326
Lmln	na	66	68	61	68	83	77
Lmna	na	18	14	10	18	16	9
Lmnb1	na	2607	2648	2475	2705	2765	2408
Lmnb2	na	1685	1797	1712	2007	2034	1727
Lmo1	na	0	0	1	0	1	0
Lmo2	na	566	524	540	713	772	703
Lmo3	na	0	0	0	0	0	0
Lmo4	na	1836	1679	1740	2671	2641	2291
Lmo7	na	63	77	93	39	46	33
Lmod1	na	1	0	0	0	0	0
Lmod2	na	0	3	0	0	1	0
Lmod3	na	0	0	0	0	0	0
Lmtk2	na	2258	2279	2155	2499	2406	2099
Lmtk3	na	5	7	4	8	15	9
Lmx1a	na	0	0	0	0	0	0
Lmx1b	na	0	0	0	0	0	0
Lnp	na	981	1113	1004	1144	1190	1008
Lnpep	na	5202	5638	5128	5496	5784	4917
Lnx1	na	155	160	143	166	204	145
Lnx2	na	1999	1995	1885	2149	2175	1922
Loh12cr1	na	195	213	222	227	248	197
Lonp1	na	3580	3775	3291	4425	4402	3883
Lonp2	na	1388	1398	1406	1426	1399	1245
Lonrf1	na	433	458	395	542	557	500
Lonrf2	na	0	1	0	0	0	0
Lonrf3	na	165	195	183	233	196	197
Lor	na	0	0	0	0	0	0
Lox	na	0	0	0	0	0	0
Loxhd1	na	1	0	1	0	0	1
Loxl1	na	0	1	0	0	0	1
Loxl2	na	52	50	55	68	51	58
Loxl3	na	55	51	53	44	42	52
Loxl4	na	8	6	11	8	8	7
Lpar1	na	1	0	0	2	0	2
Lpar2	na	1055	1112	1060	1285	1318	1148
Lpar3	na	0	2	5	10	6	7
Lpar4	na	0	0	0	0	0	0
Lpar5	na	62	51	45	54	70	49
Lpar6	na	163	153	152	169	172	153
Lpcat1	na	1465	1413	1357	1536	1629	1366
Lpcat2	na	77	86	81	95	84	84
Lpcat2b	na	0	0	0	0	0	0
Lpcat3	na	1432	1362	1346	1531	1530	1389
Lpcat4	na	349	338	279	351	377	308
Lpgat1	na	3738	3967	3654	4150	4095	3736
Lphn1	na	334	355	277	370	453	334
Lphn2	na	362	379	338	336	398	349
Lphn3	na	0	0	0	0	0	0
Lpin1	na	1241	1318	1112	1128	1158	1028
Lpin2	na	1299	1367	1225	1558	1582	1414
Lpin3	na	0	1	1	3	2	1
Lpl	na	6	4	10	3	6	6
Lpo	na	0	0	0	0	0	1
Lpp	na	1113	1166	1015	1574	1542	1386
Lpxn	na	4361	4563	4572	4026	3913	3520
Lrat	na	0	0	0	0	0	0
Lrba	na	1578	1632	1565	1864	1895	1499
Lrch1	na	1053	1068	985	1074	1134	936
Lrch2	na	0	0	1	0	0	0
Lrch3	na	1811	1992	1723	1975	2056	1744
Lrch4	na	0	0	0	0	0	0
Lrch4-sap25	na	204	237	196	206	249	159
Lrdd	na	666	704	573	644	670	489
Lrfn1	na	1	2	2	1	0	0
Lrfn2	na	0	0	0	0	0	0
Lrfn3	na	0	0	0	0	0	0
Lrfn4	na	47	40	32	51	42	53
Lrfn5	na	0	0	0	0	0	0
Lrg1	na	1	1	1	0	0	1
Lrguk	na	1	3	4	4	1	0
Lrig1	na	34	38	34	44	49	36
Lrig2	na	865	930	942	1057	1082	948
Lrig3	na	5	4	7	5	4	1
Lrit1	na	0	1	0	0	0	0
Lrit2	na	0	0	2	0	0	1
Lrit3	na	5	3	2	1	3	0
Lrmp	na	8884	8889	7974	10609	10257	8898
Lrp1	na	18	23	20	26	41	26
Lrp10	na	6417	6325	5651	8489	8365	6947
Lrp11	na	245	243	251	231	243	206
Lrp12	na	6	2	4	6	2	9
Lrp1b	na	0	1	0	0	0	0
Lrp2	na	0	0	0	0	0	0
Lrp2bp	na	5	10	11	16	10	11
Lrp3	na	1	0	0	0	1	0
Lrp4	na	6	1	1	1	2	0
Lrp5	na	10	21	14	16	25	22
Lrp6	na	2981	3079	2825	3314	3311	2867
Lrp8	na	161	160	155	187	226	166
Lrpap1	na	597	624	537	652	637	544
Lrpprc	na	5700	5903	5800	6538	6459	5705
Lrr1	na	5	3	5	3	3	2
Lrrc1	na	208	199	178	205	184	146
Lrrc10	na	0	0	0	0	0	1
Lrrc10b	na	1	0	2	1	0	1
Lrrc14	na	967	1002	978	1156	1127	958
Lrrc14b	na	23	26	26	18	35	21
Lrrc15	na	1	1	0	0	0	1
Lrrc16a	na	579	551	525	451	447	416
Lrrc16b	na	458	485	439	321	353	302
Lrrc17	na	0	0	0	0	0	0
Lrrc18	na	11	7	9	8	6	7
Lrrc19	na	2	0	2	3	2	2
Lrrc2	na	3	1	3	2	2	0
Lrrc20	na	433	407	431	506	468	412
Lrrc23	na	0	0	0	0	0	1
Lrrc24	na	28	33	35	28	35	23
Lrrc25	na	13	15	18	22	33	24
Lrrc26	na	0	0	0	0	0	0
Lrrc27	na	6	6	6	4	6	5
Lrrc28	na	283	285	264	318	294	293
Lrrc29	na	76	80	89	95	84	96
Lrrc3	na	4	0	7	4	0	1
Lrrc30	na	0	0	0	0	0	0
Lrrc32	na	278	311	274	381	370	334
Lrrc33	na	6541	6742	6247	7057	7325	6403
Lrrc34	na	3	7	4	5	2	2
Lrrc36	na	0	0	0	0	0	0
Lrrc38	na	0	0	0	0	0	0
Lrrc39	na	101	128	104	137	106	109
Lrrc3b	na	0	0	0	0	0	0
Lrrc4	na	2	3	2	3	2	3
Lrrc40	na	877	894	886	979	966	854
Lrrc41	na	1309	1260	1248	1341	1385	1239
Lrrc42	na	1045	1117	1097	1246	1231	991
Lrrc43	na	0	0	1	0	0	0
Lrrc45	na	732	736	617	826	810	700
Lrrc46	na	2	2	1	1	1	1
Lrrc47	na	1813	1841	1752	2159	2220	1836
Lrrc48	na	6	1	2	5	3	4
Lrrc49	na	22	18	22	18	10	13
Lrrc4b	na	0	2	0	0	0	0
Lrrc4c	na	0	1	0	0	0	0
Lrrc50	na	4	4	1	4	4	2
Lrrc51	na	102	118	139	136	123	128
Lrrc52	na	0	0	0	0	0	0
Lrrc55	na	0	1	0	1	0	0
Lrrc56	na	46	45	35	47	54	30
Lrrc57	na	455	463	440	530	530	499
Lrrc58	na	5766	5731	5462	5728	5741	5143
Lrrc59	na	3595	3636	3434	4347	4266	3785
Lrrc6	na	1	0	0	0	0	0
Lrrc61	na	499	538	447	528	540	449
Lrrc63	na	6	16	7	12	11	6
Lrrc66	na	1	4	0	0	1	0
Lrrc69	na	1	4	3	2	2	2
Lrrc7	na	0	0	0	0	2	0
Lrrc8a	na	464	463	465	579	595	460
Lrrc8b	na	500	507	470	461	527	393
Lrrc8c	na	1025	1045	944	973	1043	858
Lrrc8d	na	2640	2595	2421	2851	2818	2400
Lrrc8e	na	4	1	2	4	1	0
Lrrc9	na	2	4	6	1	1	2
Lrrcc1	na	888	977	864	1035	961	801
Lrrfip1	na	2784	2746	2690	2807	2864	2439
Lrrfip2	na	698	770	667	806	839	683
Lrriq1	na	0	0	0	0	0	0
Lrriq3	na	5	6	3	4	4	8
Lrriq4	na	0	0	0	0	0	0
Lrrk1	na	1757	1813	1612	1881	1939	1602
Lrrk2	na	2892	2859	2440	3525	3084	2659
Lrrn1	na	1	0	0	0	0	0
Lrrn2	na	2	1	2	4	1	1
Lrrn3	na	7	9	6	3	10	9
Lrrn4	na	0	0	0	0	0	3
Lrrn4cl	na	9	7	3	5	2	7
Lrrtm1	na	0	0	0	0	0	0
Lrrtm2	na	1	1	4	2	6	3
Lrrtm3	na	0	0	0	0	0	0
Lrrtm4	na	0	0	0	0	0	0
Lrsam1	na	282	265	229	219	293	233
Lrtm1	na	0	0	0	0	0	0
Lrtm2	na	1	8	2	3	7	3
Lrwd1	na	1106	1156	1049	1221	1176	1041
Lsamp	na	0	0	0	0	0	0
Lsg1	na	2812	2815	2778	3201	3381	2767
Lsm1	na	585	575	621	617	616	605
Lsm10	na	380	357	375	402	373	347
Lsm11	na	522	505	566	615	701	558
Lsm12	na	755	733	726	818	825	709
Lsm14a	na	3851	3944	3787	4493	4469	3869
Lsm14b	na	1156	1113	1116	1289	1246	1200
Lsm2	na	1257	1294	1218	1521	1495	1242
Lsm3	na	1083	1013	1045	1053	1104	1074
Lsm4	na	2970	2952	2812	3041	3080	2777
Lsm5	na	240	190	236	189	199	217
Lsm6	na	1578	1631	1576	1743	1685	1535
Lsm7	na	83	72	93	102	103	84
Lsmd1	na	377	329	366	394	333	341
Lsp1	na	13936	13777	12827	13824	14156	12340
Lsr	na	69	65	68	73	73	68
Lss	na	2684	2727	2641	3067	3212	2609
Lst1	na	38	36	21	27	31	34
Lta	na	259	279	243	299	342	270
Lta4h	na	2126	2316	2085	2448	2438	2061
Ltb	na	1783	1762	1712	1175	1204	1072
Ltb4r1	na	2	3	4	1	4	1
Ltb4r2	na	0	0	0	0	0	0
Ltbp1	na	7	2	1	3	1	0
Ltbp2	na	4	2	2	4	2	3
Ltbp3	na	2	1	1	2	1	3
Ltbp4	na	21	28	18	33	34	40
Ltbr	na	12	8	6	10	12	5
Ltc4s	na	7	11	13	11	15	15
Ltf	na	45	48	24	85	119	77
Ltk	na	44	47	51	61	59	41
Ltn1	na	2493	2590	2475	2831	2878	2473
Ltv1	na	3217	3266	3265	3472	3364	2997
Luc7l	na	3766	3997	3641	4472	4685	3858
Luc7l2	na	7842	8225	7378	9191	9486	8414
Luc7l3	na	4551	4657	4589	5391	5439	4919
Lum	na	0	0	0	0	0	0
Luzp1	na	202	214	194	239	187	181
Luzp2	na	0	0	0	0	0	0
Luzp4	na	0	0	0	0	0	0
Lxn	na	26	37	26	22	21	32
Ly6a	na	1861	1921	2180	1362	1356	1164
Ly6c1	na	1	1	6	0	6	1
Ly6c2	na	99	73	81	42	81	39
Ly6d	na	7033	6651	7191	5691	5677	5692
Ly6e	na	27215	26550	25117	24409	24846	21066
Ly6f	na	0	0	0	0	0	0
Ly6g5b	na	29	25	17	25	37	31
Ly6g5c	na	0	0	0	0	0	0
Ly6g6c	na	0	1	0	0	0	0
Ly6g6d	na	0	0	0	0	0	0
Ly6g6e	na	0	0	0	0	0	0
Ly6g6f	na	1	0	0	0	0	0
Ly6h	na	0	0	0	0	0	0
Ly6i	na	4	10	7	10	5	7
Ly6k	na	100	117	101	111	125	118
Ly75	na	1623	1626	1516	1352	1378	1220
Ly86	na	4047	3927	4268	3819	3617	3520
Ly9	na	6946	6830	6938	7178	7136	6133
Ly96	na	73	98	92	85	95	66
Lyar	na	2473	2442	2347	2760	2745	2371
Lyg1	na	0	0	0	0	0	0
Lyg2	na	0	0	0	0	0	0
Lyl1	na	844	784	725	754	762	693
Lyn	na	4085	4183	4069	4959	4960	4444
Lynx1	na	1999	2005	1965	1707	1674	1500
Lypd1	na	0	0	0	0	0	0
Lypd2	na	0	0	0	0	0	0
Lypd3	na	1	0	1	1	0	0
Lypd4	na	0	0	0	0	0	0
Lypd5	na	0	0	0	0	0	0
Lypd6	na	0	0	0	0	0	0
Lypd6b	na	2	0	2	3	3	2
Lypla1	na	1972	2056	1994	2115	2115	1940
Lypla2	na	2696	2880	2537	2834	2975	2602
Lyplal1	na	2	1	3	0	2	1
Lyrm1	na	126	129	161	159	134	118
Lyrm2	na	679	669	660	767	676	668
Lyrm4	na	274	280	242	303	283	302
Lyrm5	na	282	233	246	284	285	265
Lyrm7	na	82	87	102	89	83	114
Lysmd1	na	47	47	39	40	43	45
Lysmd2	na	70	61	88	88	83	74
Lysmd3	na	558	583	556	628	612	586
Lysmd4	na	301	333	300	354	354	295
Lyst	na	5375	5572	5542	4904	4711	4156
Lyve1	na	0	1	0	0	0	0
Lyz1	na	0	1	1	2	0	1
Lyz2	na	299	239	329	344	384	352
Lyzl1	na	0	0	0	0	0	0
Lyzl4	na	0	0	0	0	0	0
Lyzl6	na	0	0	0	0	0	0
Lzic	na	1114	1175	1258	1272	1257	1166
Lztfl1	na	1091	1142	1156	1226	1184	1019
Lztr1	na	1575	1692	1507	1750	1844	1370
Lzts1	na	0	2	0	1	0	1
Lzts2	na	257	248	217	388	410	376
M6pr	na	9175	9537	9729	9860	9999	8802
MGC107098	na	0	0	0	0	0	0
Mab21l1	na	0	1	0	0	0	0
Mab21l2	na	1	0	1	0	0	0
Mab21l3	na	15	22	13	28	27	22
Macc1	na	10	7	3	5	7	5
Macf1	na	10686	11640	10671	12882	13051	11382
Macrod1	na	284	306	264	312	298	249
Macrod2	na	0	0	0	2	1	1
Mad1l1	na	588	611	578	678	739	565
Mad2l1	na	323	338	377	362	370	306
Mad2l1bp	na	318	310	252	314	331	289
Mad2l2	na	906	900	821	947	984	844
Madcam1	na	6	9	10	0	1	0
Madd	na	1749	1932	1650	1911	2027	1710
Maea	na	2480	2569	2500	2808	2958	2453
Mael	na	0	0	0	0	0	0
Maf	na	8	9	8	18	13	15
Maf1	na	2337	2406	2229	2677	2775	2385
Mafa	na	1	2	1	2	0	0
Mafb	na	2	3	0	1	0	1
Maff	na	359	374	362	378	382	290
Mafg	na	1448	1545	1358	1734	1834	1565
Mafk	na	1512	1511	1469	1710	1642	1466
Mag	na	1	1	0	1	1	0
Magea1	na	0	0	0	0	0	0
Magea10	na	0	0	0	0	0	0
Magea2	na	0	0	0	0	0	0
Magea3	na	0	0	0	0	0	0
Magea4	na	0	0	0	0	0	0
Magea5	na	0	0	0	0	0	0
Magea6	na	0	0	0	0	0	0
Magea8	na	0	0	0	0	0	0
Mageb1	na	0	0	0	0	0	0
Mageb16	na	0	0	0	0	0	0
Mageb16-ps1	na	0	0	0	0	0	0
Mageb18	na	0	0	0	0	0	0
Mageb2	na	0	0	0	0	0	0
Mageb3	na	1	2	1	1	1	3
Mageb4	na	0	0	0	0	0	0
Mageb5	na	0	0	0	0	0	0
Maged1	na	57	51	57	46	55	43
Maged2	na	30	24	24	19	22	18
Magee1	na	84	91	77	97	77	76
Magee2	na	1	3	1	0	2	3
Mageh1	na	22	22	23	19	35	22
Magel2	na	0	0	0	0	0	0
Magi1	na	1	0	0	0	0	0
Magi2	na	50	52	35	59	33	43
Magi3	na	225	218	205	230	242	179
Magix	na	5	3	2	9	2	4
Magoh	na	1935	1916	2049	2051	1996	1959
Magohb	na	301	259	331	305	310	273
Magt1	na	2163	2263	2322	2368	2262	2144
Mak	na	1	1	0	1	2	1
Mak16	na	2639	2688	2723	3027	3082	2779
Mal	na	0	0	0	0	0	0
Mal2	na	0	0	0	0	0	0
Malat1	na	21796	25398	23250	26943	28658	34351
Mall	na	1	0	0	0	1	0
Malt1	na	4974	5260	4872	4419	4531	4010
Mamdc2	na	0	0	0	0	1	1
